faq_id,category,question,answer,answer_length,source_code,source_name,source_url,collect_method,orig_msg_seq,view_count,department,content_hash,collected_at
11,운행지역·시간,장애인콜택시는 어느 지역까지 운행하나요?,"「수도권 전역」
으로 확대
※ 자세한 내용은 ‘수도권 광역이동지원 서비스 이용안내’ 탭 참조
운행지역 안내
구 분
기 존
확 대(23.12.21.~)
운영범위
관내
서울특별시
-
관외
(경기도)
(인접 12개 市)
부천시, 김포시, 양주시, 고양시, 의정부시,
남양주시, 구리시, 하남시, 과천시,
안양시, 광명시, 성남시
19개 시·군 추가
수원시, 평택시, 동두천시, 안산시, 오산시,
시흥시, 군포시, 의왕시, 용인시, 파주시,
이천시, 안성시, 화성시, 광주시, 포천시,
여주시, 연천군, 가평군, 양평군
관외(인천)
인천국제공항
인천광역시 추가",309,receipt,서울시설공단 장애인콜택시 이용기준,https://www.sisul.or.kr/open_content/calltaxi/introduce/receipt.jsp,BeautifulSoup,,,,989aa1ca40a67599a5cf6466a16f8675,2026-07-24 20:51:31
12,이용대상·자격,장애인콜택시에 몇 명까지 함께 탑승할 수 있나요?,"차량 내 탑승할 수 있는 좌석 수 범위 내에서 고객 및 고객과 동승하는 가족, 보호자도 탑승 가능
탑승윈원 안내
기준
휠체어 이용시
휠체어 미이용시
1대 1인
고객 외 3명까지 동승 가능
고객 외 2명까지 동승 가능
승객 탑승 위치
※ 차량 1열 조수석 탑승은 승객과 운전원의 안전을 위해
원칙적으로 제한
신청접수
전화/문자(☎1588-4388), 인터넷/모바일 앱
(단, 신규고객은 전화로 먼저 정보등록 후 이용 가능)
인터넷, 모바일 접수 안내
접수방법
내용
바로콜
필요한 시각에 바로 접수하여 이용 (※첫차시각: 07시)
※ 지역, 차량상황, 도로상황에 따라 대기시간 지연될 수 있음
전일접수
휠체어를 이용하는 장애정도가 심한 지체, 뇌병변 장애인 및
휠체어를 이용하는 1~2급 국가유공자(상이군경, 공상군경, 공상공무원, 전상군경) 이용가능
- 07시, 08시, 10시만 신청 가능하고, 신청 시각의 24시간 전부터 접수 가능
(예시. 07시 배차 신청 시 전일 07시부터 접수 가능)
- 성수기(5~12월) 시간대별 평일 100명, 주말 및 공휴일 40명
- 비수기(1~4월) 시간대별 평일 80명, 주말 및 공휴일 40명
※ 신청시각에 차량이 배차되어 고객의 탑승지까지 이동시간 소요
※ 특정지역에 신청이 집중되는 경우 배차가 지연될 수 있음음
심야시간
사전예약
이용전일(前日) 10시~18시에 콜센터 유선접수(선착순)
- 운영시간 : 심야시간대(01~05시)
※ 단, 서울시 외 지역은 03:59까지 접수 가능
- 매 시간대별 3명 신청 가능(예시 : 01:00~01:59 사이에 3명 예약 접수)
정기접수
정기적으로 동일 시각에 동일 출발지에서 동일 목적지로 이동하는 고객에 한함
-
치료, 재활, 통학, 출근, 귀가목적
으로만 신청 가능
- 1일 2회만 신청가능하며, 출발지, 목적지 및 시간 변경 불가
- 최소 1개월부터 최장 6개월까지 신청가능
※ 매번 같은 시각에 접수하는 번거로움을 없애고자 제공하는 콜접수 방식이며,
예약제 아님
이용요금
이용요금 안내
5km까지 (기본요금)
5km초과시 10km까지
10km초과
비고
1,500원
km당 280원 추가요금
km당 70원 추가요금
시간/지역 할증없음
100원미만 절사
단, 주차, 통행료 등 운행에 필요한 요금은 승객 부담
도시철도요금의 3배 이내
차량연결기준
배차 기준
차량연결기준
배차기준
비고
전일접수자(07시,08시,10시) 시
우선배차. 단, 차고지에서 고객 탑승지까지 이동시간 소요됨
바로콜 접수 시
배차 당시의 합계점수(접수순서 15점 + 대기시간 35점 + 픽업거리 40점 합산)에 따라 순차적 배차
※ 교통약자법 제16조 제10항에 따라 휠체어 가점을 적용
대기시간 60분 이상 초과 시
이동지원센터에서 직접 배차 조정
지연안내
접수시각을 기준으로, 배차지연 시 30분 단위로 지연 안내(SMS 또는 카카오톡)
20시 이전 : 주변 5km 반경 내 대기인원 및 전체 대기인원 안내
20시 이후 : 배차기준 반경 확대에 따라 주변 10km 반경 내 대기인원 및 전체 대기인원 안내",1493,receipt,서울시설공단 장애인콜택시 이용기준,https://www.sisul.or.kr/open_content/calltaxi/introduce/receipt.jsp,BeautifulSoup,,,,4e3c1ab5155bfc950072bc6272571ea7,2026-07-24 20:51:31
13,이용방법·접수,장애인콜택시는 어떤 방법으로 신청·접수하나요?,"전화/문자(☎1588-4388), 인터넷/모바일 앱
(단, 신규고객은 전화로 먼저 정보등록 후 이용 가능)
인터넷, 모바일 접수 안내
접수방법
내용
바로콜
필요한 시각에 바로 접수하여 이용 (※첫차시각: 07시)
※ 지역, 차량상황, 도로상황에 따라 대기시간 지연될 수 있음
전일접수
휠체어를 이용하는 장애정도가 심한 지체, 뇌병변 장애인 및
휠체어를 이용하는 1~2급 국가유공자(상이군경, 공상군경, 공상공무원, 전상군경) 이용가능
- 07시, 08시, 10시만 신청 가능하고, 신청 시각의 24시간 전부터 접수 가능
(예시. 07시 배차 신청 시 전일 07시부터 접수 가능)
- 성수기(5~12월) 시간대별 평일 100명, 주말 및 공휴일 40명
- 비수기(1~4월) 시간대별 평일 80명, 주말 및 공휴일 40명
※ 신청시각에 차량이 배차되어 고객의 탑승지까지 이동시간 소요
※ 특정지역에 신청이 집중되는 경우 배차가 지연될 수 있음음
심야시간
사전예약
이용전일(前日) 10시~18시에 콜센터 유선접수(선착순)
- 운영시간 : 심야시간대(01~05시)
※ 단, 서울시 외 지역은 03:59까지 접수 가능
- 매 시간대별 3명 신청 가능(예시 : 01:00~01:59 사이에 3명 예약 접수)
정기접수
정기적으로 동일 시각에 동일 출발지에서 동일 목적지로 이동하는 고객에 한함
-
치료, 재활, 통학, 출근, 귀가목적
으로만 신청 가능
- 1일 2회만 신청가능하며, 출발지, 목적지 및 시간 변경 불가
- 최소 1개월부터 최장 6개월까지 신청가능
※ 매번 같은 시각에 접수하는 번거로움을 없애고자 제공하는 콜접수 방식이며,
예약제 아님",805,receipt,서울시설공단 장애인콜택시 이용기준,https://www.sisul.or.kr/open_content/calltaxi/introduce/receipt.jsp,BeautifulSoup,,,,168c6ed79f7927870f97d6005c20305f,2026-07-24 20:51:31
14,요금·결제,장애인콜택시 이용요금은 어떻게 산정되나요?,"이용요금 안내
5km까지 (기본요금)
5km초과시 10km까지
10km초과
비고
1,500원
km당 280원 추가요금
km당 70원 추가요금
시간/지역 할증없음
100원미만 절사
단, 주차, 통행료 등 운행에 필요한 요금은 승객 부담
도시철도요금의 3배 이내",144,receipt,서울시설공단 장애인콜택시 이용기준,https://www.sisul.or.kr/open_content/calltaxi/introduce/receipt.jsp,BeautifulSoup,,,,73a812775420571a7e71fa2a3019f1ec,2026-07-24 20:51:31
15,배차·대기,장애인콜택시 차량은 어떤 기준으로 연결되나요?,"배차 기준
차량연결기준
배차기준
비고
전일접수자(07시,08시,10시) 시
우선배차. 단, 차고지에서 고객 탑승지까지 이동시간 소요됨
바로콜 접수 시
배차 당시의 합계점수(접수순서 15점 + 대기시간 35점 + 픽업거리 40점 합산)에 따라 순차적 배차
※ 교통약자법 제16조 제10항에 따라 휠체어 가점을 적용
대기시간 60분 이상 초과 시
이동지원센터에서 직접 배차 조정
지연안내
접수시각을 기준으로, 배차지연 시 30분 단위로 지연 안내(SMS 또는 카카오톡)
20시 이전 : 주변 5km 반경 내 대기인원 및 전체 대기인원 안내
20시 이후 : 배차기준 반경 확대에 따라 주변 10km 반경 내 대기인원 및 전체 대기인원 안내",354,receipt,서울시설공단 장애인콜택시 이용기준,https://www.sisul.or.kr/open_content/calltaxi/introduce/receipt.jsp,BeautifulSoup,,,,447845b7ccc033cbe417cdc6e5c7db1f,2026-07-24 20:51:31
16,이용방법·접수,인터넷으로 콜을 접수하는 방법은 무엇인가요?,"1
고객님이 지켜주실 사항의 내용을 숙지 하신 후
동의하시면 체크
해 주십시오.
2
고객님께서 원하시는 서비스의
접수하기 버튼
을 클릭하세요.
고객정보 체크하기
3
휠체어를 사용하시는 분들은 이곳을 필히 체크하시어
휠체어 사용
가능한 콜택시를 접수 하시기 바랍니다.
4
출발지 정보
를 관리하게 선택 하실 수 있도록 기존에 사용하셨던 장소들이 보여집니다.
출발지/도착지 정보 입력하기
5
위치명검색란에 해당 위치를 입력하시고 검색버튼을 누르시면 관련 정보가 나옵니다. 그중 알맞는 정보를 선택 하시면 됩니다.
6
번지로 검색
하실 수 있습니다.
7
도로명으로 검색
하실 수 있습니다.
8
목적지는 출발지 선택과 같은 방법으로 선택하시면 됩니다. 목적지까지 모두 선택하셨으면
접수하기 버튼
을 눌러 콜접수를 등록 하시면 됩니다.
9
재작성 버튼을 누르시면 입력했던 정보들이 모두 지워지며 기존 고객님이 사용하셨던 위치들이 다시 보여집니다.",468,guide_internet,서울시설공단 장애인콜택시 이용방법 - 인터넷접수,https://www.sisul.or.kr/open_content/calltaxi/introduce/guide.jsp,BeautifulSoup,,,,50e5696df6e5c2429cda2acee7880e61,2026-07-24 20:51:31
17,이용방법·접수,접수한 콜 내역은 어떻게 확인하고 취소하나요?,"1
인터넷 콜접수 목록을 보실 수 있으며 접수상태일때 취소버튼을 누르시면 취소가 됩니다.",49,guide_internet,서울시설공단 장애인콜택시 이용방법 - 인터넷접수,https://www.sisul.or.kr/open_content/calltaxi/introduce/guide.jsp,BeautifulSoup,,,,1f73ee76f68031d174c63ac95684de94,2026-07-24 20:51:31
18,이용방법·접수,문자로 장애인콜택시를 접수하는 방법은 무엇인가요?,"1.
콜센터(1588-4388)로 문자 접수시
반드시 지역번호(02)를 빼고,
문자를 발송해야 합니다.
2.
문자 신청시 아래의 예시와 같이 작성하여 접수하시기 바랍니다.(200글자 이내 작성)
필수 기재사항
: 고객성명, 출발지, 목적지, 휠체어 사용여부 등
예)
① 고객성명
② 출발지
③ 목적지
④ 기타
홍길동
마장동 서울시설공단
창동 공영주차장
휠체어사용
※ 주소는 상세히 기재하셔야 합니다. 예) 집에서, 복지관 등은 접수 안됨
3.
접수완료시 콜센터에서 접수되었다는 답문이 발송됩니다.(10분 내외 소요)",288,guide_sms,서울시설공단 장애인콜택시 이용방법 - 문자접수,https://www.sisul.or.kr/open_content/calltaxi/introduce/guide4.jsp,BeautifulSoup,,,,1ea61c615fd53d53fb6f9a4a8f6e0607,2026-07-24 20:51:31
19,이용방법·접수,전일접수제는 무엇이며 어떻게 이용하나요?,"도입취지
특장차량이 꼭 필요한 휠체어 이용 장애인의 이동지원 서비스 우선 제공
시행시기
2007년 4월
이용대상
등록회원(중증보행장애인) 중 지체·뇌병변이 주장애로 휠체어를 이용하는 고객
1~2급 국가유공자(상이군경, 공상군경, 공상공무원, 전상군경)이면서 휠체어를 이용하는 고객
접수방법
콜센터(☎1588-4388) 전화 또는 문자, 장애인콜택시 앱 또는 홈페이지를 통해 접수
운행시각 및 인원
7시, 8시, 10시 (오전시간대)
성수기(5~12월) 평일 시간대별
100명
, 주말 및 공휴일
40명
비수기(1~4월) 평일 시간대별
80명
, 주말 및 공휴일
40명
구분
평일 오전 7시
평일 오전 8시
평일 오전 10시
비고
비수기
(1~4월)
80명
(문자 10명, 전화 30명, 앱/홈페이지 40명)
80명
(문자 10명, 전화 30명, 앱/홈페이지 40명)
80명
(문자 10명, 전화 30명, 앱/홈페이지 40명)
휴일 및 공휴일 시간대별 40명 규모로 운영
성수기(5~12월)
100명
(문자 10명, 전화 40명, 앱/홈페이지 50명)
100명
(문자 10명, 전화 40명, 앱/홈페이지 50명)
100명
(문자 10명, 전화 40명, 앱/홈페이지 50명)
이용방법
이용희망시간
24시간 전
에 신청
전일접수제 이용방법
이용희망 시각
신청 가능 시각
07:00
전일 07:00부터
08:00
전일 08:00부터
10:00
전일 10:00부터
배차방법
각 시간대별 (7시,8시,10시) 각 차고지 출근 차량과 빈차를 고려하여 배차
(지역별 차량 상황에 따라 희망시간 10분전부터 배차 될 수 있으며,
근거리 차고지 배차 연결이 어려울 수 있음)",815,allday,서울시설공단 장애인콜택시 전일접수제 이용안내,https://www.sisul.or.kr/open_content/calltaxi/introduce/allday.jsp,BeautifulSoup,,,,73f12d5ca17158a8e73889a07e80ee0a,2026-07-24 20:51:31
20,준수사항·기타,장애인콜택시 이용 시 지켜야 할 준수사항은 무엇인가요?,"서울시 장애인콜택시는 교통약자의 이동 편의를 돕기 위한 이동수단입니다. 장애인콜택시를 이용하시려는 고객께서는 원활한 콜 서비스 제공을 위해 아래의 사항을 준수하여 주시기 바랍니다.
콜신청시
상담원에게 성희롱, 욕설, 폭언 등을 하시면 상담이 어렵습니다. 아래의 서울시 조례를 참고하여 고객 금지사항을 지켜 주시기 바랍니다. 위반 시 명예훼손죄, 모욕죄, 업무방해죄 등으로 법적 조치를 취할 수 있음을 양지하여 주시기 바랍니다.
서울특별시 감정노동 종사자의 권리보호 등에 관한 조례
15조(금지행위)
1. 폭언, 폭행, 무리하고 과도한 요구 등을 통한 괴롭힘
2. 성적 굴욕감·수치심을 일으키는 행위
3. 감정노동 종사자의 업무를 위계 또는 위력으로써 방해하는 행위
※ 위 금지사항 위반 시, 사안의 경중에 따라 일정기간 장애인콜택시 이용이 정지되거나 민형사상의 법적 책임을 부담하실 수 있습니다.
콜 신청 후 탑승이 어려운 상황 발생시 다른 이용자들을 위하여 콜센터(1588-4388)로 연락하여 취소하여 주시기 바랍니다.
배차시
차량 배차 이후 차량 출발 안내, 차량 도착 안내, 탑승 요청 등의 안내를 위하여 운전원(또는 상담원)이 전화연결을 할 경우, 차량배차시각을 기준으로 10분 이내에 전화연결이 되지 않으면 배차가 취소될 수 있으니 반드시 수신하여 주시기 바랍니다.
차량배차 후 취소 시에는 10분 간 콜 접수가 제한됩니다.
탑승시
탑승 시 이용대상자 확인을 위하여 복지카드를 반드시 소지하여 주시기 바랍니다.
차량도착 후 10분 이내에 승차하지 못할 경우 다음 이용자의 탑승을 위해 배차가 취소됩니다.
승차 시에는 반드시 안전벨트를 착용하여 주시기 바라며, 착용 거부 시 안전상의 이유로 승차가 제한됩니다.
※ 단, 장애 등의 사유로 안전띠 착용이 어렵다는 소견이 기재된 의사 진단서 또는 소견서를 사전에 제출하거나 현장에서 제시한 경우는 예외 인정
장애인콜택시의 휠체어 이용공간은 휠체어 이용 고객님만 탑승이 가능하며 보호자 탑승 및 개인물품 적재는 안전사고 예방을 위하여 금지합니다. 또한, 과도한 양의 짐(중량 20kg이상 또는 부피 40L이상)을 운반하거나 짐(휠체어 등)만 이동하는 것은 불가합니다.
차량 내 흡연은 엄격히 금지하고 있으며, 위반 시 이용이 제한될 수 있습니다.
차량 내 음식물 섭취는 운전원 및 다음 이용 고객에게 불편을 야기할 수 있어 제한하고 있으며, 위반 시 이용이 제한될 수 있습니다.
장애인 보조 안내견 및 그 외 반려동물 동반 탑승은 아래의 조건 하에 허용됩니다.
장애인 보조안내견 : 하네스 착용 및 장애인보조견 표지(보건복지부 발급 증명서) 부착
반려동물 : 다음의 기준을 모두 충족하여야 합니다.
① 전용 운반상자(이동형 케이지, 켄넬 등) 사용(종이박스, 비닐 등 전용 운반상자 외 이동수단은 불허)
② 접수 시 반드시 반려동물 동반 탑승 고지. 미고지 후 현장 탑승 불허
▶ 고지 방법: 앱 접수시 ‘반려동물 탑승’ 체크 / 전화접수 시 상담원에 고지
※ 반려동물 전용 운반상자(예시)
반려동물 전용 운반상자(예시)
이동형 케이지(가방식)
켄넬
캐리어식
▶ 잠금장치가 반드시 장착되어 있어야 하며, 바닥이 밀폐되어 있어야 함
▶ 탑승 후 반려동물이 운반상자 밖으로 나와서는 안 되며, 나오게 될 경우 하차처리 될 수 있음
▶ 반려동물 전용 운반상자는 탑승 후 차량 바닥에 두어야 함. 안거나 의자 위에 올려둘 수 없음
▶ 1개의 운반상자에 2마리 이상의 반려동물을 넣을 수 없음
▶ 출발 최소 2시간 전 음식과 물을 먹이고, 운반상자 바닥에 종이나 수건, 담요 등을 깔아 주어야 함(배변패드 등)
▶ 악취가 심한 동물이거나 투견 등 사나운 동물은 동반 탑승할 수 없음
이동시
차량탑승 후 목적지 이동 중 경유는 불가합니다.
바로콜의 경우, 배차 전 목적지 변경은 가능하나 배차 이후 목적지 변경은 불가합니다. 단, 목적지로 이동 중 목적이 상실된 경우(병원진료 연기 등)에 한하여 한 차례만 변경할 수 있습니다.
목적지 도착 후 목적 상실을 인지한 경우에는 재접수를 통해 차량을 배차 받아야 하며, 재접수 없이 목적지로 운행한 해당 차량을 다시 탑승할 수는 없습니다.
목적지 이동 중 보호자만 따로 하차하는 것은 불가합니다.
하차시
하차 시에는 놓고 가는 물건이 없는지 다시 한 번 확인해주시기 바랍니다.
기타
장애인콜택시는 교통약자를 위해 운행하는 특별교통수단으로서, 이용자 본인이 아닌 타인이나 개인물품의 이동만을 위해 이용하는 것은 허용되지 않습니다.
첫차 운행은 7시부터이므로, 오전 6시 이후부터 7시 이전에 바로콜 신청 시, 배차희망시각은 7시로 접수됩니다.
다음 중 하나 이상의 경우에 해당할 경우,
탑승에 제한이 있을 수 있습니다.
복지카드 미소지
또는
복지카드 제시를 거부
하는 경우
이용요금 미납
시
폭발성․인화성 물질 등 위험물
이거나
크기․악취․위생상태
등으로
여객의 운송에 장해를 초래할 수 있는 물품을 소지하고 탑승
한 경우
의사소통이 불가할 정도로 만취
하여
안전운행에 지장
이 있는 경우
상담원 및 운전원에게 욕설이나 폭언·폭행 또는 위력을 행사
하는 경우
상기 안내된 사항을 위반하는 경우",2507,obey,서울시설공단 장애인콜택시 이용자 준수사항,https://www.sisul.or.kr/open_content/calltaxi/introduce/obey.jsp,BeautifulSoup,,,,971f6710bb71978189ff5a9cc8bb5e7e,2026-07-24 20:51:31
21,이용방법·접수,모바일 앱으로 장애인콜택시를 접수하는 방법은 무엇인가요?,"모바일 앱으로 장애인콜택시를 접수하는 절차는 다음과 같습니다.

1. [처음 화면] 1
기존 회원일 경우 [기존 회원]을 누릅니다.
2
신규 회원일 경우 [신규 회원]을 누릅니다.
2. [전화번호/아이디 로그인] 1
기존 회원일 경우 전화번호나 아이디로 로그인이 가능합니다
2
전화번호 로그인시 문자 인증번호 4자리가 필요합니다
3. [앱 메인화면] 1
현재 고객님의 지역을 표시합니다.
2
최근 이용내역을 조회할 수 있습니다.
3
현재 지역의 날씨와 미세먼지, 평균 교통속도를 알 수 있습니다.
4
바로콜을 신청할 수 있는 메뉴입니다.
5
전체 대기자와 주변 대기자, 평균 배차 대기시간을 표시합니다.
(1시간이내 배차된 주변대기자 배차시간의 평균)
6
출발지 목적지를 미리 등록하여 바로 콜로 접수 가능합니다.
7
전일 접수(7시, 8시, 10시)를 이용할 수 있습니다.
8
등록되어있는 정기콜 조회와 설정을 할 수 있습니다.
9
앱 설정 화면입니다.
4. [앱 메인화면2] 1
최근 공지사항을 볼 수 있는 화면 입니다.
2
팝업 공지를 볼 수 있는 화면입니다.
3
보호자(가족, 활동보조)를 추가하여 콜 대리 신청이 가능합니다.
4
콜센터 전화로 바로 연결 가능하고 자주하는 질문을 조회합니다.
5
공지사항과 개인정보처리방침을 조회하는 기능입니다.
5. [콜 신청화면1] 1
바로콜, 전일접수 신청시 출발지, 목적지를 설정할 수 있는 화면입니다
2
녹색 버튼을 터치시 최근 출발지로 설정되며 황색 버튼 터치시 최근 도착지로 바로 설정되어 접수됩니다.
3
새로운 출발지/목적지는 검색 박스 부분을 터치하면 검색이 가능합니다.
6. [출발지 설정] 1
지도 위의 출발지 핀을 이용하여 상세한 승차 위치 설정이 가능합니다.
7. [도착지 설정] 1
지도 위의 도착지 핀을 이용하여 상세한 하차 위치 설정이 가능합니다.
8. [콜 설정화면] 1
출발지, 목적지를 설정 후 기타 설정이 가능합니다(휠/비휠, 동승자 등)
9. [콜 접수완료] 1
콜 접수를 완료하면 표시되는 화면이며, 예상 배차대기시간을 조회 할 수 있습니다.
2
예상배차대기시간은 교통상황과 차량상태에 따라 실제 배차시간과 다를 수 있습니다.
10. [콜 배차완료] 1
차량이 배차되면 표시되는 화면이며, 고객의 출발지로 차량이 도착하는 시간이 조회됩니다.
2
[차량위치 보기] 터치시 차량 상세 위치를 지도에서 볼 수 있습니다.
11. [배차 후 차량위치조회] 1
차량의 상세 위치를 지도에서 볼 수 있으며, 운전원에게 직접 연락이 가능 합니다.
12. [이용내역 조회] 1
최근 3개월 이용내역을 조회 할 수 있는 화면이며, 해당 출발지 목적지로 바로 콜 신청이 가능합니다.
13. [전일접수 하기] 1
앱 메인화면에서 시간대별 전일 접수가 가능합니다.(7시,8시,10시)
2
출발지, 목적지, 접수 설정 기능은 바로콜과 동일합니다.
14. [정기접수-등록 화면] 1
정기콜을 이용하고자 하는 날짜 및 요일, 시간을 선택할 수 있습니다.
2
등록 된 기간 중, 제외하고 싶은 기간을 설정 할 수 있습니다
15. [신규가입-고객정보입력] 1
성명, 생년월일, 휴대전화번호등 입력 후 이용 동의화면입니다. 동의를 하셔야 이용이 가능합니다.
16. [신규가입- 사용자 선택] 1
장애인 본인에 대한 주 앱 이용자일경우 ""네 본인입니다""를 선택합니다.
17. [신규가입-장애유형선택1] 1
이용자격과 필요 서류 확인을 위해 경증/중증 장애 정도를 선택합니다.
18. [신규가입-기타정보 입력] 1
이용자격과 필요 서류 확인을 위해 기타 정보(휠,비휠,성별 등)를 입력합니다.
19. [신규가입-증빙서류 제출] 1
설문조사 완료 후 고객님의 주소를 입력 하고 증빙서류 사진을 업로드합니다.
2
장애 유형에 따라 증빙서류를 제출 할 수 있습니다.
(복지카드, 장애정도결정서, 추가심사안내문)
20. [신규가입-승인 대기화면] 1
증빙서류 제출이 완료되면 승인대기 화면으로 표시됩니다.
2
증빙서류가 상담원에게 확인될 경우 바로 앱 이용이 가능하며, 증빙서류가 불충분할시 상담원을 통해 안내 문자가 발송됩니다.
21. [보호자 등록-정보입력] 1
보호자의 이름, 전화번호 입력하여 보호자의 앱 계정을 등록합니다.
2
보호자를 등록하려면 보호자 본인의 계정이 필요하며, 비장애인으로 앱 가입을 해야 합니다.(승인절차 생략됨)
22. [보호자 등록 - 비장애인 가입] 1
신규 회원 등록 화면에서 비장애인으로 보호자 아이디를 생성합니다.
2
장애인 계정에서 보호자 등록(이름, 전화번호)를 하면 콜 대리 신청이 가능합니다.",2225,guide_app,서울시설공단 장애인콜택시 이용방법 - 앱접수,https://www.sisul.or.kr/open_content/calltaxi/introduce/guide5.jsp,BeautifulSoup,,,,79af73f916805bf8a795616a18999e75,2026-07-24 20:51:31
